concept_a,concept_b,source_syllabus,Course_Code,course_name,order_delta,domain_match,label
Half range Sine and Cosine Series,"Harmonic function, Harmonic conjugate",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,3,1,
Half range Sine and Cosine Series,"Characteristic equation, Eigen values and Eigen vectors",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,4,1,
Half range Sine and Cosine Series,Properties of Eigen values and Eigen vectors. (No theorems/,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,5,1,
Half range Sine and Cosine Series,Hamilton theorem (without proof): Application to find,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,6,1,
Half range Sine and Cosine Series,"Similarity of matrices, Diagonalization of matrices",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,7,1,
Half range Sine and Cosine Series,Module: Numerical methods for PDE,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,8,1,
Half range Sine and Cosine Series,"Introduction of Partial Differential equations, method of separation",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,9,1,
Half range Sine and Cosine Series,Crank Nicholson method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,10,1,
Half range Sine and Cosine Series,Bender Schmidt method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,11,1,
Half range Sine and Cosine Series,Analytical methods of solving two and three dimensional,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,12,1,
Half range Sine and Cosine Series,University pattern for practicals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,13,1,
Half range Sine and Cosine Series,Students must be encouraged to write at least 6 class tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,14,1,
"Analytic function, necessary and sufficient conditions for f(z) to be",Riemann equations in cartesian coordinates,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,1,1,
"Analytic function, necessary and sufficient conditions for f(z) to be","Harmonic function, Harmonic conjugate",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,2,1,
"Analytic function, necessary and sufficient conditions for f(z) to be","Characteristic equation, Eigen values and Eigen vectors",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,3,1,
"Analytic function, necessary and sufficient conditions for f(z) to be",Properties of Eigen values and Eigen vectors. (No theorems/,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,4,1,
"Analytic function, necessary and sufficient conditions for f(z) to be",Hamilton theorem (without proof): Application to find,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,5,1,
"Analytic function, necessary and sufficient conditions for f(z) to be","Similarity of matrices, Diagonalization of matrices",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,6,1,
"Analytic function, necessary and sufficient conditions for f(z) to be",Module: Numerical methods for PDE,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,7,1,
"Analytic function, necessary and sufficient conditions for f(z) to be","Introduction of Partial Differential equations, method of separation",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,8,1,
"Analytic function, necessary and sufficient conditions for f(z) to be",Crank Nicholson method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,9,1,
"Analytic function, necessary and sufficient conditions for f(z) to be",Bender Schmidt method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,10,1,
"Analytic function, necessary and sufficient conditions for f(z) to be",Analytical methods of solving two and three dimensional,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,11,1,
"Analytic function, necessary and sufficient conditions for f(z) to be",University pattern for practicals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,12,1,
"Analytic function, necessary and sufficient conditions for f(z) to be",Students must be encouraged to write at least 6 class tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,13,1,
"Analytic function, necessary and sufficient conditions for f(z) to be",Class Tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,14,1,
Riemann equations in cartesian coordinates,"Harmonic function, Harmonic conjugate",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,1,1,
Riemann equations in cartesian coordinates,"Characteristic equation, Eigen values and Eigen vectors",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,2,1,
Riemann equations in cartesian coordinates,Properties of Eigen values and Eigen vectors. (No theorems/,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,3,1,
Riemann equations in cartesian coordinates,Hamilton theorem (without proof): Application to find,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,4,1,
Riemann equations in cartesian coordinates,"Similarity of matrices, Diagonalization of matrices",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,5,1,
Riemann equations in cartesian coordinates,Module: Numerical methods for PDE,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,6,1,
Riemann equations in cartesian coordinates,"Introduction of Partial Differential equations, method of separation",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,7,1,
Riemann equations in cartesian coordinates,Crank Nicholson method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,8,1,
Riemann equations in cartesian coordinates,Bender Schmidt method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,9,1,
Riemann equations in cartesian coordinates,Analytical methods of solving two and three dimensional,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,10,1,
Riemann equations in cartesian coordinates,University pattern for practicals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,11,1,
Riemann equations in cartesian coordinates,Students must be encouraged to write at least 6 class tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,12,1,
Riemann equations in cartesian coordinates,Class Tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,13,1,
Riemann equations in cartesian coordinates,End Semester Theory Examination,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,14,1,
"Harmonic function, Harmonic conjugate","Characteristic equation, Eigen values and Eigen vectors",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,1,1,
"Harmonic function, Harmonic conjugate",Properties of Eigen values and Eigen vectors. (No theorems/,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,2,1,
"Harmonic function, Harmonic conjugate",Hamilton theorem (without proof): Application to find,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,3,1,
"Harmonic function, Harmonic conjugate","Similarity of matrices, Diagonalization of matrices",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,4,1,
"Harmonic function, Harmonic conjugate",Module: Numerical methods for PDE,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,5,1,
"Harmonic function, Harmonic conjugate","Introduction of Partial Differential equations, method of separation",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,6,1,
"Harmonic function, Harmonic conjugate",Crank Nicholson method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,7,1,
"Harmonic function, Harmonic conjugate",Bender Schmidt method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,8,1,
"Harmonic function, Harmonic conjugate",Analytical methods of solving two and three dimensional,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,9,1,
"Harmonic function, Harmonic conjugate",University pattern for practicals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,10,1,
"Harmonic function, Harmonic conjugate",Students must be encouraged to write at least 6 class tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,11,1,
"Harmonic function, Harmonic conjugate",Class Tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,12,1,
"Harmonic function, Harmonic conjugate",End Semester Theory Examination,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,13,1,
"Characteristic equation, Eigen values and Eigen vectors",Properties of Eigen values and Eigen vectors. (No theorems/,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,1,1,
"Characteristic equation, Eigen values and Eigen vectors",Hamilton theorem (without proof): Application to find,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,2,1,
"Characteristic equation, Eigen values and Eigen vectors","Similarity of matrices, Diagonalization of matrices",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,3,1,
"Characteristic equation, Eigen values and Eigen vectors",Module: Numerical methods for PDE,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,4,1,
"Characteristic equation, Eigen values and Eigen vectors","Introduction of Partial Differential equations, method of separation",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,5,1,
"Characteristic equation, Eigen values and Eigen vectors",Crank Nicholson method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,6,1,
"Characteristic equation, Eigen values and Eigen vectors",Bender Schmidt method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,7,1,
"Characteristic equation, Eigen values and Eigen vectors",Analytical methods of solving two and three dimensional,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,8,1,
"Characteristic equation, Eigen values and Eigen vectors",University pattern for practicals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,9,1,
"Characteristic equation, Eigen values and Eigen vectors",Students must be encouraged to write at least 6 class tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,10,1,
"Characteristic equation, Eigen values and Eigen vectors",Class Tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,11,1,
"Characteristic equation, Eigen values and Eigen vectors",End Semester Theory Examination,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,12,1,
Properties of Eigen values and Eigen vectors. (No theorems/,Hamilton theorem (without proof): Application to find,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,1,1,
Properties of Eigen values and Eigen vectors. (No theorems/,"Similarity of matrices, Diagonalization of matrices",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,2,1,
Properties of Eigen values and Eigen vectors. (No theorems/,Module: Numerical methods for PDE,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,3,1,
Properties of Eigen values and Eigen vectors. (No theorems/,"Introduction of Partial Differential equations, method of separation",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,4,1,
Properties of Eigen values and Eigen vectors. (No theorems/,Crank Nicholson method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,5,1,
Properties of Eigen values and Eigen vectors. (No theorems/,Bender Schmidt method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,6,1,
Properties of Eigen values and Eigen vectors. (No theorems/,Analytical methods of solving two and three dimensional,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,7,1,
Properties of Eigen values and Eigen vectors. (No theorems/,University pattern for practicals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,8,1,
Properties of Eigen values and Eigen vectors. (No theorems/,Students must be encouraged to write at least 6 class tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,9,1,
Properties of Eigen values and Eigen vectors. (No theorems/,Class Tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,10,1,
Properties of Eigen values and Eigen vectors. (No theorems/,End Semester Theory Examination,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,11,1,
Hamilton theorem (without proof): Application to find,"Similarity of matrices, Diagonalization of matrices",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,1,1,
Hamilton theorem (without proof): Application to find,Module: Numerical methods for PDE,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,2,1,
Hamilton theorem (without proof): Application to find,"Introduction of Partial Differential equations, method of separation",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,3,1,
Hamilton theorem (without proof): Application to find,Crank Nicholson method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,4,1,
Hamilton theorem (without proof): Application to find,Bender Schmidt method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,5,1,
Hamilton theorem (without proof): Application to find,Analytical methods of solving two and three dimensional,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,6,1,
Hamilton theorem (without proof): Application to find,University pattern for practicals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,7,1,
Hamilton theorem (without proof): Application to find,Students must be encouraged to write at least 6 class tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,8,1,
Hamilton theorem (without proof): Application to find,Class Tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,9,1,
Hamilton theorem (without proof): Application to find,End Semester Theory Examination,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,10,1,
"Similarity of matrices, Diagonalization of matrices",Module: Numerical methods for PDE,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,1,1,
"Similarity of matrices, Diagonalization of matrices","Introduction of Partial Differential equations, method of separation",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,2,1,
"Similarity of matrices, Diagonalization of matrices",Crank Nicholson method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,3,1,
"Similarity of matrices, Diagonalization of matrices",Bender Schmidt method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,4,1,
"Similarity of matrices, Diagonalization of matrices",Analytical methods of solving two and three dimensional,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,5,1,
"Similarity of matrices, Diagonalization of matrices",University pattern for practicals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,6,1,
"Similarity of matrices, Diagonalization of matrices",Students must be encouraged to write at least 6 class tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,7,1,
"Similarity of matrices, Diagonalization of matrices",Class Tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,8,1,
"Similarity of matrices, Diagonalization of matrices",End Semester Theory Examination,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,9,1,
Module: Numerical methods for PDE,"Introduction of Partial Differential equations, method of separation",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,1,1,
Module: Numerical methods for PDE,Crank Nicholson method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,2,1,
Module: Numerical methods for PDE,Bender Schmidt method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,3,1,
Module: Numerical methods for PDE,Analytical methods of solving two and three dimensional,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,4,1,
Module: Numerical methods for PDE,University pattern for practicals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,5,1,
Module: Numerical methods for PDE,Students must be encouraged to write at least 6 class tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,6,1,
Module: Numerical methods for PDE,Class Tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,7,1,
Module: Numerical methods for PDE,End Semester Theory Examination,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,8,1,
"Introduction of Partial Differential equations, method of separation",Crank Nicholson method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,1,1,
"Introduction of Partial Differential equations, method of separation",Bender Schmidt method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,2,1,
"Introduction of Partial Differential equations, method of separation",Analytical methods of solving two and three dimensional,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,3,1,
"Introduction of Partial Differential equations, method of separation",University pattern for practicals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,4,1,
"Introduction of Partial Differential equations, method of separation",Students must be encouraged to write at least 6 class tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,5,1,
"Introduction of Partial Differential equations, method of separation",Class Tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,6,1,
"Introduction of Partial Differential equations, method of separation",End Semester Theory Examination,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,7,1,
Crank Nicholson method,Bender Schmidt method,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,1,1,
Crank Nicholson method,Analytical methods of solving two and three dimensional,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,2,1,
Crank Nicholson method,University pattern for practicals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,3,1,
Crank Nicholson method,Students must be encouraged to write at least 6 class tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,4,1,
Crank Nicholson method,Class Tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,5,1,
Crank Nicholson method,End Semester Theory Examination,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,6,1,
Bender Schmidt method,Analytical methods of solving two and three dimensional,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,1,1,
Bender Schmidt method,University pattern for practicals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,2,1,
Bender Schmidt method,Students must be encouraged to write at least 6 class tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,3,1,
Bender Schmidt method,Class Tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,4,1,
Bender Schmidt method,End Semester Theory Examination,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,5,1,
Analytical methods of solving two and three dimensional,University pattern for practicals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,1,1,
Analytical methods of solving two and three dimensional,Students must be encouraged to write at least 6 class tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,2,1,
Analytical methods of solving two and three dimensional,Class Tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,3,1,
Analytical methods of solving two and three dimensional,End Semester Theory Examination,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,4,1,
University pattern for practicals,Students must be encouraged to write at least 6 class tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,1,1,
University pattern for practicals,Class Tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,2,1,
University pattern for practicals,End Semester Theory Examination,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,3,1,
Students must be encouraged to write at least 6 class tutorials on entire syllabus,Class Tutorials on entire syllabus,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,1,1,
Students must be encouraged to write at least 6 class tutorials on entire syllabus,End Semester Theory Examination,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,2,1,
Class Tutorials on entire syllabus,End Semester Theory Examination,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393111,Engineering Mathematics-III,1,1,
"Concepts of equilibrium in beams, support reactions",Concept of Stress,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,1,1,
"Concepts of equilibrium in beams, support reactions",Area Moment of Inertia,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,2,1,
"Concepts of equilibrium in beams, support reactions","Area Moment of Inertia about centroidal axes, Parallel Axes theorem, Polar",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,3,1,
"Concepts of equilibrium in beams, support reactions",Moment of Inertia,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,4,1,
"Concepts of equilibrium in beams, support reactions","Torsion equation, Torsion of circular shafts",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,5,1,
"Concepts of equilibrium in beams, support reactions","Strain energy stored in the member due to gradual, sudden and impact loads",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,6,1,
"Concepts of equilibrium in beams, support reactions",Strain energy due to bending and torsion,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,7,1,
"Concepts of equilibrium in beams, support reactions","Introduction to types of beams, supports and loadings. Definition of bending",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,8,1,
"Concepts of equilibrium in beams, support reactions",Stresses in Beams and Thin Shells,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,9,1,
"Concepts of equilibrium in beams, support reactions",Bending and Shear Stresses in Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,10,1,
"Concepts of equilibrium in beams, support reactions","Theory of bending of beams, bending stress distribution, shear stress distribution",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,11,1,
"Concepts of equilibrium in beams, support reactions",Deflection of Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,12,1,
"Concepts of equilibrium in beams, support reactions","Buckling load, Types of end conditions for column, Euler’s column theory",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,13,1,
"Concepts of equilibrium in beams, support reactions",Consisting Two Compulsory Class Tests,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,14,1,
Concept of Stress,Area Moment of Inertia,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,1,1,
Concept of Stress,"Area Moment of Inertia about centroidal axes, Parallel Axes theorem, Polar",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,2,1,
